BRAND,SUB_MODEL_NAME,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
SUDA,SUDA UNSPEC.,UNSPECIFIED,5UZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
SUNCAR,SUNCAR UNSPEC.,UNSPECIFIED,SRZZ,,ROADSTER,BASE,REST,UKL2,ROADSTER,ROADSTER
SUNLONG,SUNLONG LIGHT TRUCK,LIGHT TRUCK,OG01,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUNLONG,SUNLONG UNSPEC.,UNSPECIFIED,OGZZ,,BUS,BASE,REST,SKL,BUS,BUS
SUNWIN,SUNWIN BUS,BUS,Y9BS,,BUS,BASE,REST,SKL,BUS,BUS
SUNWIN,SUNWIN UNSPEC.,UNSPECIFIED,Y9ZZ,,BUS,BASE,REST,SKL,BUS,BUS
SUZUKI,SUZUKI A-MPV EV,A-MPV EV,SU0B,,MPV,BASE,REST,UKL0,MPV,MPV
SUZUKI,SUZUKI A-VAN EV,A-VAN EV,SU0D,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI B-HATCH EV,B-HATCH EV,SU0F,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
SUZUKI,SUZUKI B-MPV,B-MPV,SU!$,,MPV,BASE,REST,UKL1,MPV,MPV
SUZUKI,SUZUKI B-MPV EV,B-MPV EV,SU0A,,MPV,BASE,REST,UKL1,MPV,MPV
SUZUKI,SUZUKI BOLAN,BOLAN,SUBO,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI B-SUV,B-SUV,SU0G,,SUV,BASE,REST,UKL1,SAV,SAV
SUZUKI,SUZUKI B-SUV EV,B-SUV EV,SU00,,SUV,BASE,REST,UKL1,SAV,SAV
SUZUKI,SUZUKI C-MPV,C-MPV,SU12,,MPV,BASE,REST,UKL2,MPV,MPV
SUZUKI,SUZUKI C-SEDAN,C-SEDAN,SU0I,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
SUZUKI,SUZUKI C-SUV,C-SUV,SU0L,,SUV,BASE,REST,UKL2,SAV,SAV
SUZUKI,SUZUKI E VITARA,E VITARA,SU0H,,SUV,BASE,REST,UKL1,SAV,SAV
SUZUKI,SUZUKI FARMWORKER,FARMWORKER,SUFA,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
SUZUKI,SUZUKI KARIMUN WAGON R,KARIMUN WAGON R,SUKW,,HATCHBACK,BASE,REST,UKL0,MPV,MPV
SUZUKI,SUZUKI KATANA,KATANA,SUKA,,SUV,BASE,REST,UKL0,SUV,SUV
SUZUKI,SUZUKI MASTERVAN,MASTERVAN,SUMV,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI MEHRAN,MEHRAN,SUME,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
SUZUKI,SUZUKI MIDGET CARS UNSPEC.,MIDGET CARS UNSPECIFIED,SUMC,,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
SUZUKI,SUZUKI MIDGET TRUCKS UNSPEC.,MIDGET TRUCKS UNSPECIFIED,SUMT,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
SUZUKI,SUZUKI MINICAB,MINICAB,SUMI,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI MINICAB TRUCK,MINICAB TRUCK,SUMK,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI POTOHAR,POTOHAR,SUPO,,SUV,BASE,REST,UKL0,SAV,SAV
SUZUKI,SUZUKI RAVI,RAVI,SURA,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI SK,SK,SUSK,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI ST,ST,SUTT,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI STANDARD VAN,STANDARD VAN,SUSV,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI SUPER CARRY,SUPER CARRY,SUSB,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,SUZUKI SX 306,SX 306,SUSX,,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
SUZUKI,SUZUKI UNSPEC.,UNSPECIFIED,SUZZ,,CONVERTIBLE,BASE,REST,UKL1,CABRIO,CABRIO
SUZUKI,SUZUKI VITARA/JIMMY,VITARA/JIMMY,SUVJ,,SUV,BASE,REST,UKL2,SUV,SUV
SUZUKI,SUZUKI VITARA/SAMURAI,VITARA/SAMURAI,SUVS,,SUV,BASE,REST,UKL2,SUV,SUV
SUZUKI-CHANGAN,SUZUKI-CHANGAN GAZELLE,GAZELLE,YSSW,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
SUZUKI-CHANGHE,SUZUKI-CHANGHE HAIXIANG,HAIXIANG,YEHA,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI-CHANGHE,SUZUKI-CHANGHE UNSPEC.,UNSPECIFIED,YEZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
SWITCH MOBILITY,SWITCH MOBILITY EBADA DOST,EBADA DOST,2X02,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SWITCH MOBILITY,SWITCH MOBILITY EDOST,EDOST,2X01,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SWITCH MOBILITY,SWITCH MOBILITY IEV3,IEV3,2X!!,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SWITCH MOBILITY,SWITCH MOBILITY IEV4,IEV4,2X!#,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SWM,SWM B-SUV TBD,B-SUV TBD,7801,,SUV,BASE,REST,UKL1,SAV,SAV
SWM,SWM UNSPEC.,UNSPECIFIED,78ZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
TAGAZ,TAGAZ AQUILA,AQUILA,TWAQ,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TAGAZ,TAGAZ C10,C10,TWC1,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
TAGAZ,TAGAZ C190,C190,TWC9,,SUV,BASE,REST,UKL2,SAV,SAV
TAGAZ,TAGAZ C30,C30,TWC3,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TAGAZ,TAGAZ HARDY,HARDY,TWHA,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TAGAZ,TAGAZ LC100 MASTER,LC100 MASTER,TWLC,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TAGAZ,TAGAZ ROAD PARTNER,ROAD PARTNER,TWRP,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TAGAZ,TAGAZ TAGER,TAGER,TWTA,,SUV,BASE,REST,UKL2,SUV,SUV
TAGAZ,TAGAZ UNSPEC.,UNSPECIFIED,TWZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
TAGAZ,TAGAZ VEGA,VEGA,TWVG,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TAGAZ,TAGAZ VORTEX CORDA,VORTEX CORDA,TWVC,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
TAGAZ,TAGAZ VORTEX ESTINA,VORTEX ESTINA,TWVE,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TAGAZ,TAGAZ VORTEX TINGO,VORTEX TINGO,TWVT,,SUV,BASE,REST,UKL2,SAV,SAV
TALBOT,TALBOT (COMMER) PB,PB,TAPB,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TALBOT,TALBOT (MATRA) BAGHEERA,(MATRA) BAGHEERA,TABA,,COUPE,BASE,REST,UKL2,COUPE,COUPE
TALBOT,TALBOT (MATRA) MURENA,(MATRA) MURENA,TAMU,,COUPE,BASE,REST,UKL2,COUPE,COUPE
TALBOT,TALBOT (MATRA) RANCHO,(MATRA) RANCHO,TARA,,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TALBOT,TALBOT (SIMCA) 1000/1200/RALLY,(SIMCA) 1000/1200/RALLY,TA10,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
TALBOT,TALBOT (SIMCA)1100,(SIMCA) 1100,TA11,,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TALBOT,TALBOT 1000/1100,1000/1100,TAA1,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
TALBOT,TALBOT ALPINE,ALPINE,TAAL,,HATCHBACK,BASE,REST,KKL,HATCH,HATCH
TALBOT,TALBOT AVENGER,AVENGER,TAAV,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TALBOT,TALBOT EXPRESS 10,EXPRESS 10,TAE1,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TALBOT,TALBOT EXPRESS 13,EXPRESS 13,TAE3,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TALBOT,TALBOT EXPRESS 14/15,EXPRESS 14/15,TAE4,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TALBOT,TALBOT EXPRESS 18,EXPRESS 18,TAE8,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TALBOT,TALBOT EXPRESS UNSPEC.,EXPRESS UNSPECIFIED,TAEX,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TALBOT,TALBOT HORIZON,HORIZON,TAHO,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
TALBOT,TALBOT HUNTER,HUNTER,TAHU,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TALBOT,TALBOT SAMBA,SAMBA,TASA,,CONVERTIBLE,BASE,REST,UKL1,CABRIO,CABRIO
TALBOT,TALBOT SOLARA,SOLARA,TASO,,HATCHBACK,BASE,REST,KKL,HATCH,HATCH
TALBOT,TALBOT SUNBEAM,SUNBEAM,TASU,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
TALBOT,TALBOT TAGORA,TAGORA,TATA,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
TALBOT,TALBOT(SIMCA/MATRA) UNSPEC.,(SIMCA/MATRA) UNSPECIFIED,TAZZ,,COUPE,BASE,REST,UKL2,COUPE,COUPE
TAM,TAM UNSPEC.,UNSPECIFIED,TMZZ,,BUS,BASE,REST,SKL,BUS,BUS
TANK,TANK 600,600,2C0A,,SUV,BASE,REST,MKL,SUV,SUV
TANK,TANK 800,800,2C08,,SUV,BASE,REST,GKL,SAV,SAV
TANK,TANK UNSPEC.,UNSPECIFIED,2CZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
TANTUS (TIANYU),TANTUS (TIANYU) UNSPEC.,UNSPECIFIED,UQZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
TATA,TATA 207,207,T1L1,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TATA,TATA 4XX-7XX,4XX-7XX,T146,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TATA,TATA LPT/SFC 4XX-7XX,LPT/SFC 4XX-7XX,T1L4,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TATA,TATA T35,T35,T1T3,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TATA,TATA ACE/MAGIC,ACE/MAGIC,T1AM,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TATA,TATA ALTROZ,ALTROZ,T1AL,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
TATA,TATA AVINYA,AVINYA,T100,,SUV,BASE,REST,UKL1,SAV,SAV
TATA,TATA B-SEDAN EV,B-SEDAN EV,T106,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
TATA,TATA B-SUV,B-SUV,T102,,SUV,BASE,REST,UKL1,SAV,SAV
TATA,TATA CITYRIDE,CITYRIDE,T1CR,,BUS,BASE,REST,SKL,BUS,BUS
TATA,TATA LP 4XX-7XX,LP 4XX-7XX,T1P4,,UNSPECIFIED,BASE,REST,SKL,BUS,BUS
TATA,TATA D-CUV EV,D-CUV EV,T1!!,,SUV,BASE,REST,KKL,SAV,SAV
TATA,TATA ESTATE/SIERRA/LOADBETA U,ESTATE/SIERRA/LOADBETA,T1LZ,,UNSPECIFIED,BASE,REST,KKL,UNSPEC.,UNSPEC.
TATA,TATA GRAVITAS,GRAVITAS,T1G0,,SUV,BASE,REST,KKL,SAV,SAV
TATA,TATA HEXA,HEXA,T1HE,,SUV,BASE,REST,KKL,SAV,SAV
TATA,TATA LOADBETA,LOADBETA,T1LO,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TATA,TATA LP 9XX-16XX,LP 9XX-16XX,T1L6,,UNSPECIFIED,BASE,REST,SKL,BUS,BUS
TATA,TATA LPT 4XX-7XX,LPT 4XX-7XX,T1LT,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TATA,TATA LPT 9XX-25XX,LPT 9XX-25XX,T1L5,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
TATA,TATA MAGIC,MAGIC,T1MC,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TATA,TATA SFC 4XX-7XX,SFC 4XX-7XX,T1SF,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TATA,TATA TELCOLINE,TELCOLINE,T1TL,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TATA,TATA ULTRA,ULTRA,T1UL,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
TATA,TATA UNSPEC.,UNSPECIFIED,T1ZZ,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TATA,TATA WORKER,WORKER,T1WO,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TATRA,TATRA T 158,T 158,TT58,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
TATRA,TATRA UNSPEC.,UNSPECIFIED,TTZZ,,SEDAN,BASE,REST,SKL,UNSPEC.,UNSPEC.
TAVRIA,TAVRIA UNSPEC.,UNSPECIFIED,TIZZ,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TAZ,TAZ UNSPEC.,UNSPECIFIED,TZZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TEILHOL,TEILHOL UNSPEC.,UNSPECIFIED,TLZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
TELCO,TELCO UNSPEC.,UNSPECIFIED,T2ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
TEMSA,TEMSA UNSPEC.,UNSPECIFIED,TSZZ,,BUS,BASE,REST,SKL,BUS,BUS
TEREX,TEREX UNSPEC.,UNSPECIFIED,T6ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
TESLA,TESLA C-CUV EV,C-CUV EV,TK04,,SUV,PREMIUM,NEW PLAYERS & TESLA,UKL2,SAV,SAV
TESLA,TESLA C-HATCH EV,C-HATCH EV,TK05,,HATCHBACK,PREMIUM,NEW PLAYERS & TESLA,UKL2,HATCH,HATCH
TESLA,TESLA C-SEDAN EV,C-SEDAN EV,TK06,,SEDAN,PREMIUM,NEW PLAYERS & TESLA,UKL2,SEDAN,SEDAN
TESLA,TESLA C-SUV EV,C-SUV EV,TK08,,SUV,PREMIUM,NEW PLAYERS & TESLA,UKL2,SAV,SAV
TESLA,TESLA CYBERCAB,CYBERCAB,TK!#,,COUPE,PREMIUM,REST,UKL2,MPV,MPV
TESLA,TESLA D-HATCH,D-HATCH,TK07,,HATCHBACK,PREMIUM,NEW PLAYERS & TESLA,KKL,HATCH,HATCH
TESLA,TESLA ROBOTAXI,ROBOTAXI,TK!!,,SUV,PREMIUM,REST,UKL2,MPV,MPV
TESLA,TESLA ROBOTAXI TBD,ROBOTAXI TBD,TK0A,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
THACO,THACO FOTON LIGHT TRUCK SERIES,FOTON LIGHT TRUCK SERIES,EZFL,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
THACO,THACO LIGHT TRUCK,LIGHT TRUCK,EZ0H,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
THACO,THACO UNSPEC.,UNSPECIFIED,EZZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
THAI RUNG,THAI RUNG ADVENTURE MASTER,ADVENTURE MASTER,TDAM,,SUV,BASE,REST,MKL,SUV,SUV
THAI RUNG,THAI RUNG XCITER,XCITER,TDXC,,SUV,BASE,REST,MKL,SUV,SUV
THAI RUNG,THAI RUNG UNSPEC.,UNSPECIFIED,TDZZ,,SUV,BASE,REST,MKL,SUV,SUV
THINK,THINK PIVCO,PIVCO,THPV,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
THINK,THINK UNSPEC.,UNSPECIFIED,THZZ,,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
THOMAS,THOMAS UNSPEC.,UNSPECIFIED,T4ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
HUALI,HUALI UNSPEC.,UNSPECIFIED,QUZZ,,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
TIANMA,TIANMA FENGLING,FENGLING,T9FL,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TIANMA,TIANMA FENGRUI,FENGRUI,T9FR,,SUV,BASE,REST,KKL,SUV,SUV
TIANMA,TIANMA HIACE (HAISHI),HIACE (HAISHI),T9HS,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TIANMA,TIANMA HILUX,HILUX,T9HL,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TIANMA,TIANMA UNSPEC.,UNSPECIFIED,T9ZZ,,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
TIANQI MEIYA,TIANQI MEIYA HIACE,HIACE,QNHI,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TIANQI MEIYA,TIANQI MEIYA PICKUP (LUCHENG),PICKUP (LUCHENG),QNLC,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TIANQI MEIYA,TIANQI MEIYA QIBING (CHEER),QIBING (CHEER),QNQI,,SUV,BASE,REST,MKL,SUV,SUV
TIANQI MEIYA,TIANQI MEIYA SHUNFENG,SHUNFENG,QNSF,,SUV,BASE,REST,KKL,SUV,SUV
TIANQI MEIYA,TIANQI MEIYA UNSPEC.,UNSPECIFIED,QNZZ,,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
TIANQI MEIYA,TIANQI MEIYA QIJUN,QIJUN,QNQJ,,SUV,BASE,REST,KKL,SUV,SUV
TIANYE,TIANYE UNSPEC.,UNSPECIFIED,QTZZ,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TIANJIN QINGYUAN,TIANJIN QINGYUAN UNSPEC.,UNSPECIFIED,JJZZ,,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
TIGER,TIGER EIGHT,EIGHT,$F!$,,SUV,BASE,REST,KKL,SAV,SAV
TIGER,TIGER SEVEN,SEVEN,$F!&,,SUV,BASE,REST,UKL2,SAV,SAV
TIMOR,TIMOR S-515,S-515,T0S5,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
T-KING,T-KING JINGANG,JINGANG,ZJJI,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
T-KING,T-KING OUBEI,OUBEI,ZJOB,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
T-KING,T-KING OULING,OULING,ZJOU,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
T-KING,T-KING TANGJUN,TANGJUN,ZJTJ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
T-KING,T-KING SAILING (LING C/Q/II),SAILING (LING C/Q/II),ZJSL,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
T-KING,T-KING UNSPEC.,UNSPECIFIED,ZJZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
TOBE,TOBE MICRO CAR,MICRO CAR,O0MC,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
TOBE,TOBE M-WAY,M-WAY,O0MW,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TOBE,TOBE UNSPEC.,UNSPECIFIED,O0ZZ,,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
TOFAS,TOFAS DOGAN,DOGAN,TFDO,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TOFAS,TOFAS MAREA,MAREA,TFMA,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TOFAS,TOFAS SAHIN,SAHIN,TFSA,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TOGG,TOGG B-CUV EV,B-CUV EV,1B02,,SUV,BASE,REST,UKL1,SAV,SAV
TOGG,TOGG C-CUV EV COUPE,C-CUV EV COUPE,1B00,,SUV,BASE,REST,UKL2,SAV,SAC
TOGG,TOGG C-HATCH EV,C-HATCH EV,1B01,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
TOGG,TOGG C-MPV EV,C-MPV EV,1B04,,MPV,BASE,REST,UKL2,MPV,MPV
TOGG,TOGG C-SEDAN EV,C-SEDAN EV,1B0A,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TOGG,TOGG T10F,T10F,1B05,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
TOGG,TOGG UNSPEC.,UNSPECIFIED,1BZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
TONGBAO,TONGBAO MINIVAN,MINIVAN,J4MP,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TONGBAO,TONGBAO UNSPEC.,UNSPECIFIED,J4ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
TONGJIA (SHAANXI),TONGJIA (SHAANXI) UNSPEC.,UNSPECIFIED,YIZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TONGXIN,TONGXIN UNSPEC.,UNSPECIFIED,NWZZ,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
TOYOTA,TOYOTA ACE,ACE,TOAE,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA ACTIVE CRUISER,ACTIVE CRUISER,TO!0,,SUV,BASE,REST,UKL1,SAV,SAV
TOYOTA,TOYOTA A-HATCH,A-HATCH,TO0S,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
TOYOTA,TOYOTA B-CROSS,B-CROSS,TO1D,,SUV,BASE,REST,UKL1,SAV,SAV
TOYOTA,TOYOTA B-CUV EV,B-CUV EV,TO0N,,SUV,BASE,REST,UKL1,SAV,SAV
TOYOTA,TOYOTA B-MPV,B-MPV,TO0H,,MPV,BASE,REST,UKL1,MPV,MPV
TOYOTA,TOYOTA B-MPV EV,B-MPV EV,TO17,,MPV,BASE,REST,UKL1,MPV,MPV
TOYOTA,TOYOTA B-SEDAN,B-SEDAN,TO0I,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
TOYOTA,TOYOTA BZ SPORT CROSSOVER,BZ SPORT CROSSOVER,TO1X,,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA,TOYOTA BZ1X,BZ1X,TOB1,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
TOYOTA,TOYOTA BZ2,BZ2,TO0Q,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
TOYOTA,TOYOTA BZ2X,BZ2X,TOB0,,SUV,BASE,REST,UKL1,SAV,SAV
TOYOTA,TOYOTA BZ3,BZ3,TO0O,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
TOYOTA,TOYOTA BZ3C,BZ3C,TO!2,,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA,TOYOTA BZ3X,BZ3X,TO0F,,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA,TOYOTA BZ4,BZ4,TO0X,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TOYOTA,TOYOTA BZ4X TOURING,BZ4X TOURING,TO1O,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA,TOYOTA BZ5X,BZ5X,TOB5,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA,TOYOTA CALYA,CALYA,TOYC,,MPV,BASE,REST,UKL1,MPV,MPV
TOYOTA,TOYOTA C-CUV,C-CUV,TO0Z,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA,TOYOTA C-CUV EV,C-CUV EV,TO1C,,SUV,BASE,REST,UKL1,SAV,SAC
TOYOTA,TOYOTA CELICA,CELICA,TO!4,,COUPE,BASE,REST,UKL2,COUPE,COUPE
TOYOTA,TOYOTA C-HATCH EV,C-HATCH EV,TO1Q,,HATCHBACK,BASE,REST,UKL2,SEDAN,SEDAN
TOYOTA,TOYOTA C-HR+,C-HR+,TO1W,,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA,TOYOTA COASTER,COASTER,TOCS,,BUS,BASE,REST,SKL,BUS,BUS
TOYOTA,TOYOTA COMPACT CRUISER,COMPACT CRUISER,TO!@,,SUV,BASE,REST,UKL1,SAV,SAV
TOYOTA,TOYOTA CONQUEST,CONQUEST,TOCQ,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
TOYOTA,TOYOTA CARRI,CARRI,TOCK,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
TOYOTA,TOYOTA COROLLA CROSS PICKUP,COROLLA CROSS PICKUP,TO1M,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA SPRINTER TRUENO,SPRINTER TRUENO,TOSR,,COUPE,BASE,REST,UKL2,COUPE,COUPE
TOYOTA,TOYOTA C-PICKUP,C-PICKUP,TOP0,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA CROWN (430D),CROWN (430D),TO14,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
TOYOTA,TOYOTA COMFORT,COMFORT,TOTX,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TOYOTA,TOYOTA CROWN ATHLETE,CROWN ATHLETE,TOAT,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
TOYOTA,TOYOTA C-SUV,C-SUV,TO0R,,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA,TOYOTA C-WAGON EV,C-WAGON EV,TO1R,,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
TOYOTA,TOYOTA D-COUPE EV,D-COUPE EV,TO1B,,COUPE,BASE,REST,KKL,COUPE,COUPE
TOYOTA,TOYOTA D-CUV EV,D-CUV EV,TO1K,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA,TOYOTA DELIBOY,DELIBOY,TODE,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA D-MPV EV,D-MPV EV,TO19,,MPV,BASE,REST,KKL,MPV,MPV
