BRAND,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
LAND ROVER,LR2,LRR2,2006.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
FOTON,K1,WQK1,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHERY,V5,C703,2006.0,MPV,BASE,REST,KKL,MPV,MPV
PEUGEOT,BOXER 300,PEB0,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PEUGEOT,BOXER 3000,PE30,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PEUGEOT,BOXER 328,PEBG,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 418,MB1K,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FOTON,VIEW C2,WQC2,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FOTON,VIEW CS2,WQS2,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 509,MB1J,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 510,MBU9,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,SPACE FOX,VWSF,2006.0,MPV,BASE,REST,UKL1,MPV,MPV
VOLKSWAGEN,SPORTVAN,VWSB,2006.0,MPV,BASE,REST,UKL1,MPV,MPV
LEXUS,ES 240,LXE2,2006.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEOPAARD,QIBING,C6QI,2006.0,SUV,BASE,REST,KKL,SAV,SAV
LEVC,TX4,M4TA,2006.0,SEDAN,BASE,REST,MKL,MPV,MPV
MERCEDES-BENZ,SPRINTER 513,MBUR,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 518,MB25,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 524,MB1Y,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 424,MB1Z,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
DODGE,SPRINTER,DOSR,2006.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PONTIAC,G8,PTG8,2006.0,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
LANDWIND,FASHION/CV9,L7C9,2006.0,MPV,BASE,REST,UKL2,MPV,MPV
VOLVO,C30,VOZ3,2006.0,HATCHBACK,PREMIUM,TRAD. COMP.,UKL2,HATCH,HATCH
PONTIAC,G5,PTG5,2006.0,COUPE,BASE,REST,UKL2,COUPE,COUPE
DAEWOO,CHAIRMAN (STATESMAN),DWCM,2006.0,SEDAN,BASE,REST,GKL,SEDAN,SEDAN
VOLKSWAGEN,SURAN,VWSR,2006.0,MPV,BASE,REST,UKL1,MPV,MPV
CHEVROLET,CAPRICE PPV,CHPP,2006.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
SUZUKI,KARIMUN ESTILO,SUKO,2006.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
LAND ROVER,FREELANDER,LRFR,2006.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
ZX AUTO (ZHONGXING),GRAND TIGER (WEIHU),ZHGT,2006.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
ZOTYE,2008,J8RX,2006.0,SUV,BASE,REST,UKL1,SAT,SAT
ZOTYE,5008,J8J5,2006.0,SUV,BASE,REST,UKL1,SUV,SUV
ZOTYE,HUNTER,J8HU,2006.0,SUV,BASE,REST,UKL1,SUV,SUV
ZOTYE,NOMAD,J8X6,2006.0,SUV,BASE,REST,UKL1,SAV,SAV
ZOTYE,T200,J8T2,2006.0,SUV,BASE,REST,UKL1,SAV,SAV
ZOTYE,XPLOSION,J8XP,2006.0,SUV,BASE,REST,UKL1,SAV,SAV
ABARTH,PUNTO,$4!!,2005.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
KARRY,YOUYI,K8YY,2005.0,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ZX AUTO (ZHONGXING),LANDMARK,ZHLM,2005.0,SUV,BASE,REST,MKL,SUV,SUV
CHEVROLET,CHEVYTAXI,CHT2,2005.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
LANDWIND,X9,L7X9,2005.0,SUV,BASE,REST,KKL,SUV,SUV
MERCURY,MILAN,FLMI,2005.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
LANDWIND,XINSHIJIE,L7XI,2005.0,SUV,BASE,REST,KKL,SUV,SUV
PROTON,SAVVY,PRSV,2005.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
MAZDA,MIATA,MZMT,2005.0,ROADSTER,BASE,REST,UKL2,ROADSTER,ROADSTER
HUAXIANG FUQI,FUQI,F8FQ,2005.0,SUV,BASE,REST,GKL,SUV,SUV
MAZDA,SCRUM,MZSC,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MAZDA,CX-7,MZCT,2005.0,SUV,BASE,REST,KKL,SAV,SAV
PROTON,CHANCELLOR,PRCH,2005.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VOLKSWAGEN-FAW,CADDY,QVCA,2005.0,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
LANDWIND,X-PEDITION/X6,L7X6,2005.0,SUV,BASE,REST,KKL,SAV,SAV
ALFA ROMEO,BRERA,ALGS,2005.0,COUPE,NEAR PREMIUM,REST,KKL,COUPE,COUPE
HONGQI,L9,H5L9,2005.0,SEDAN,NEAR PREMIUM,REST,GKL++1,SEDAN,SEDAN
JIANGNAN (HUNAN),CHUANQI,Y4CH,2005.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
NISSAN,BLUEBIRD SYLPHY,NIBS,2005.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
MAZDA-FAW,CX-7,HAC7,2005.0,SUV,BASE,REST,KKL,SAV,SAV
UAZ,3163 PATRIOT,UAPT,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,TERRANO PICK UP,NITP,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
SUZUKI,RENO,SURE,2005.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
UAZ,CARGO,UACA,2005.0,SUV,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
HUANGHAI,AURORA (AOLONG),I9AU,2005.0,SUV,BASE,REST,KKL,SAV,SAV
BMW,323,BM34,2005.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,KKL,CABRIO,CABRIO
NISSAN,ALMERA (SYLPHY),NIAY,2005.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
HONDA,PARTNER,HOPA,2005.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
OPEL,GT,OPGT,2005.0,ROADSTER,BASE,REST,UKL2,ROADSTER,ROADSTER
JEEP-BEIJING,JEEP2700,BY27,2005.0,SUV,BASE,REST,KKL,SUV,SUV
PONTIAC,MATIZ,PTMA,2005.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
ISUZU,I-SERIES,ISIA,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
ALFA ROMEO,SPIDER,ALSD,2005.0,ROADSTER,NEAR PREMIUM,REST,KKL,ROADSTER,ROADSTER
VOLKSWAGEN,PICK UP (SAVEIRO),VWPD,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,OTTI,NIOT,2005.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
UAZ,KAZAK,UAKA,2005.0,SUV,BASE,REST,KKL,SUV,SUV
CHEVROLET,TOSCA,CHTD,2005.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
SUZUKI,GRAND NOMADE,SUNG,2005.0,SUV,BASE,REST,UKL2,SUV,SUV
BEIJING AUTO,LUBA,BXLU,2005.0,SUV,BASE,REST,MKL,SAV,SAV
BEIJING AUTO,QISHE 2500,BXQI,2005.0,SUV,BASE,REST,KKL,SUV,SUV
PONTIAC,SOLSTICE,PTSO,2005.0,ROADSTER,BASE,REST,UKL2,ROADSTER,ROADSTER
LEXUS,IS 220,LXID,2005.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
BUICK-SHANGHAI,ROYAUM,QKRO,2005.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
SUZUKI,SX4,SUSU,2005.0,UNSPECIFIED,BASE,REST,UKL1,UNSPEC.,UNSPEC.
LEXUS,GS 430,LXGA,2005.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
VOLVO,C70 (S40 DERIVED),VOC4,2005.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,KKL,CABRIO,CABRIO
BEIJING AUTO,HAICE,BXHA,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,NV150 AD,NI15,2005.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
BENTLEY,CONTINENTAL FLYING SPUR,BEFS,2005.0,SEDAN,PREMIUM,TRAD. COMP.,GKL++1,SEDAN,SEDAN
FODAY,SUPERMAN PICKUP,G5SP,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHEVROLET,ZAFIRA,CHZA,2005.0,MPV,BASE,REST,UKL2,MPV,MPV
KIA,K 2700,KIK7,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
KIA,K 2900,KIK9,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHEVROLET-SHANGHAI,LOVA,Y8LO,2005.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
FIAT,PUNTO,FIPU,2005.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
DAEWOO,G2X,DWG2,2005.0,ROADSTER,BASE,REST,UKL2,ROADSTER,ROADSTER
MITSUBISHI,380,MI38,2005.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
SUZUKI,BALENO (SX4 BASED),SUB4,2005.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
SAAB,9-7X,SASU,2005.0,SUV,NEAR PREMIUM,REST,MKL,SUV,SUV
MITSUBISHI,ECLIPSE,MIEC,2005.0,CONVERTIBLE,BASE,REST,KKL,CABRIO,CABRIO
LEXUS,IS F,LXIF,2005.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
HONDA,AIRWAVE,HOAW,2005.0,MPV,BASE,REST,UKL2,ESTATE,ESTATE
MERCEDES-BENZ,CL 500,MBSM,2005.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
SUBARU,B9 TRIBECA,SBTB,2005.0,SUV,BASE,REST,MKL,SAV,SAV
SUBARU,TRIBECA,SBTA,2005.0,SUV,BASE,REST,MKL,SAV,SAV
VOLKSWAGEN,POINTER,VWP1,2005.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
GEELY-ENGLON,HAIJING SC7,IEHA,2005.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ISUZU,ALTERRA,ISAL,2005.0,SUV,BASE,REST,MKL,SUV,SUV
GEELY-GLEAGLE,VISION,IYVI,2005.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
MERCEDES-BENZ,CL 550,MBSW,2005.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
MERCEDES-BENZ,CL 600,MBSN,2005.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
MERCEDES-BENZ,CL 63 AMG,MB2I,2005.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
NISSAN,AD,NIAD,2005.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
NISSAN,AD EXPERT,NIAK,2005.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
CHERY,J11,C7JT,2005.0,SUV,BASE,REST,UKL2,SAV,SAV
CHERY,KARRY (V3/A18),C7V3,2005.0,CAR UTILITY,BASE,REST,KKL,MPV,MPV
CHERY,TAXIM,C7TA,2005.0,CAR UTILITY,BASE,REST,KKL,MPV,MPV
CHERY,TIGGO (CLASSIC/ELITE),C7TI,2005.0,SUV,BASE,REST,UKL2,SAV,SAV
ALFA ROMEO,159,AL57,2005.0,SEDAN,NEAR PREMIUM,REST,KKL,SEDAN,SEDAN
SANTANA,300/350,S135,2005.0,SUV,BASE,REST,UKL2,SUV,SUV
MERCEDES-BENZ,CL 65 AMG,MBCD,2005.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
MERCEDES-BENZ,CL UNSPECIFIED,MBSJ,2005.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
CHEVROLET,GRAND VITARA,CHGV,2005.0,SUV,BASE,REST,UKL2,SUV,SUV
CHEVROLET,HHR,CHHH,2005.0,WAGON,BASE,REST,UKL2,SAT,SAT
PIAGGIO,QUARGO,P3QU,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,POINTER PICKUP,VWPP,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
MITSUBISHI,FUZION,MIFX,2005.0,SUV,BASE,REST,UKL2,MPV,MPV
MITSUBISHI,I,MIIM,2005.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
MITSUBISHI,I-MIEV,MIMV,2005.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
SUZUKI-CHANGAN,SWIFT (YUYAN),YSSI,2005.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
TATA,ACE,T1AC,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,PICK-UP,NIPP,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
JAGUAR,XKR,JDXK,2005.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL,CABRIO,CABRIO
LIFAN,520,L552,2005.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
VOLKSWAGEN,R36,VW36,2005.0,WAGON,NEAR PREMIUM,REST,KKL,ESTATE,ESTATE
HOLDEN,EPICA,HLEP,2005.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TOYOTA,FJ CRUISER,TOFJ,2005.0,SUV,BASE,REST,KKL,SUV,SUV
PEUGEOT,107,PEPC,2005.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
FIAT,CROMA,FINL,2005.0,WAGON,BASE,REST,KKL,ESTATE,ESTATE
SATURN,SKY,SXSY,2005.0,ROADSTER,BASE,REST,UKL2,ROADSTER,ROADSTER
HOLDEN,TIGRA,HLTI,2005.0,RETRACTABLE HARDTOP,BASE,REST,UKL1,ROADSTER,ROADSTER
TOYOTA,ECHO,TOEC,2005.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
CADILLAC,DTS,CADT,2005.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
MULTICAR,TREMO,F1TR,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
AUTORRAD,CENTURY,GKCE,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NAZA,RIA,N5RI,2005.0,MPV,BASE,REST,MKL,MPV,MPV
JAGUAR,XK,JDX7,2005.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
MITSUOKA,VIEWT,MJVI,2005.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
MERCEDES-BENZ,S 600 PULLMAN,MBSX,2005.0,SEDAN,PREMIUM,TRAD. COMP.,GKL++3,SEDAN,SEDAN
KOMODO,SUV,K0SU,2005.0,SUV,BASE,REST,MKL,SAV,SAV
DAEWOO,TOSCA,DWTS,2005.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
DAIHATSU,HIJET,DH55,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LINCOLN,ZEPHYR,FKZE,2005.0,SEDAN,NEAR PREMIUM,REST,KKL,SEDAN,SEDAN
LINCOLN,MARK LT,FKML,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
MITSUBISHI,OUTLANDER SPORT CLASSIC,MIOP,2005.0,SUV,BASE,REST,KKL,SAV,SAV
MERCEDES-BENZ,S 420,MBSG,2005.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
XINKAI AUTO,PICKUP,XIPP,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHEVROLET,EPICA,CHEP,2005.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN,WINGROAD,NIWR,2005.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
SHANGHAI MAPLE (SMA),HISOON (205),I1H2,2005.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
SHANGHAI MAPLE (SMA),HYSOUL,I1HY,2005.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
KIA,VQ,KIVQ,2005.0,MPV,BASE,REST,MKL,MPV,MPV
MITSUBISHI-SOUEAST,ZINGER,X3ZI,2005.0,SUV,BASE,REST,UKL2,MPV,MPV
MITSUOKA,HIMIKO,MJHI,2005.0,ROADSTER,BASE,REST,UKL2,ROADSTER,ROADSTER
BYD,F6,DDF6,2005.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
CHEVROLET,EVANDA,CHEV,2005.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
VOLKSWAGEN,CC,VWCP,2005.0,COUPE,NEAR PREMIUM,REST,KKL,SEDAN,4DR COUPE
VOLKSWAGEN,PASSAT CC,VWPC,2005.0,COUPE,NEAR PREMIUM,REST,KKL,SEDAN,4DR COUPE
MARTIN MOTORS,MM 520,JMMM,2005.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
MARUTI-SUZUKI,GRAND VITARA,MUGU,2005.0,SUV,BASE,REST,UKL2,SUV,SUV
CITROEN,C6,CIC6,2005.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
MITSUBISHI,MAVEN,MIME,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MITSUBISHI,LANCER CARGO,MILQ,2005.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
LINDNER,UNITRAC-SERIES,L3UT,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GONOW,VICTOR (COXSWAIN),GFVI,2005.0,SUV,BASE,REST,KKL,SAV,SAV
SPERANZA,TIGGO,NZTI,2005.0,SUV,BASE,REST,UKL2,SAV,SAV
DAIHATSU,ESSE,DHES,2005.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
POLARSUN,SUV,J7SU,2005.0,SUV,BASE,REST,KKL,SAV,SAV
MITSUBISHI,ZINGER,MIZI,2005.0,SUV,BASE,REST,UKL2,MPV,MPV
MITSUBISHI,RAIDER,MIRA,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,BB,TOBB,2005.0,MPV,BASE,REST,UKL1,MPV,MPV
TOYOTA,BELTA,TOBE,2005.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
MERCEDES-BENZ,S 250,MBS0,2005.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
MERCEDES-BENZ,S 280,MBSD,2005.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
MAN,TGL-SERIES,MNQL,2005.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
GUMPERT,APOLLO,R4AP,2005.0,COUPE,PREMIUM,TRAD. COMP.,GKL++2,COUPE,COUPE
BUICK,LUCERNE,BULU,2005.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
MERCEDES-BENZ,ML 450,MBVH,2005.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
MERCEDES-BENZ,R-CLASS,MBVB,2005.0,MPV,PREMIUM,TRAD. COMP.,MKL,SAT,SAT
MERCEDES-BENZ,ML 280,MBV9,2005.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
SSANGYONG,KYRON,SGKY,2005.0,SUV,BASE,REST,KKL,SAV,SAV
SSANGYONG,ACTYON CLASSIC,SGAC,2005.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
DAIHATSU,CHARADE (YARIS BASED),DHCY,2005.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
KIA-YUEDA,CERATO,JKCE,2005.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
MAN,TGM-SERIES,MNTP,2005.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
MERCEDES-BENZ,ML 420,MBVC,2005.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
ZHONGHUA,SPLENDOR (BS4),CWSP,2005.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
MAZDA,FAMILIA,MZFA,2005.0,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
KATAY,VICTORY,K9VI,2005.0,SUV,BASE,REST,KKL,SUV,SUV
KEWET,BUDDY,KWBD,2005.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
ACURA,CSX,ARCS,2005.0,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
JMC,YUNBA,QMYU,2005.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CADILLAC-SHANGHAI,SRX,Y6SR,2005.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
SEAT,TOLEDO CLASSIC,SETO,2004.0,HATCHBACK,BASE,REST,UKL2,SAT,SAT
JMC,BAOWEI,QMBA,2004.0,SUV,BASE,REST,MKL,SUV,SUV
CADILLAC,STS,CAST,2004.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
AC,COBRA,A4CO,2004.0,ROADSTER,PREMIUM,REST,GKL,ROADSTER,ROADSTER
SOYAT,UNIQUE/YOUNIKE,EYYU,2004.0,CAR UTILITY,BASE,REST,UKL1,MPV,MPV
SOYAT,HATCHBACK (NJ7150),EYHB,2004.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
SOUEAST,SOVERAN,YDSO,2004.0,MPV,BASE,REST,KKL,MPV,MPV
ZHONGHUA,ZUNCHI,CWZU,2004.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
JONWAY,A380,F9A3,2004.0,SUV,BASE,REST,UKL1,SAV,SAV
JONWAY,UFO,F9UF,2004.0,SUV,BASE,REST,UKL2,SAV,SAV
CHEVROLET,NNR,CHNN,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHEVROLET,NHR,CHNH,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MAZDA,TITAN,MZTI,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MAZDA,VERISA,MZMJ,2004.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
OPEL,TIGRA,OPTI,2004.0,RETRACTABLE HARDTOP,BASE,REST,UKL1,ROADSTER,ROADSTER
ISUZU,GRAFTER,IS35,2004.0,VAN,BASE,REST,SKL,TRUCK,TRUCK
ISUZU,N35,IS3E,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ISUZU,NHR-SERIES,ISNH,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ISUZU,NKR-SERIES,ISNK,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ISUZU,NLR-SERIES,ISN3,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
HYUNDAI,PORTER,HYPT,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GONOW,SHUACHI (JETSTAR),GFJS,2004.0,SUV,BASE,REST,MKL,SAV,SAV
GONOW,FAN,GFFA,2004.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GONOW,GA200,GF20,2004.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
HAFEI,SAIBAO III-TYPE,H6SB,2004.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
HAFEI,ZHONGYI,H6ZH,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MITSUBISHI,SPACE CARGO,MISC,2004.0,MPV,BASE,REST,UKL2,MPV,MPV
FORD,GT350 (SHELBY),FW35,2004.0,CONVERTIBLE,BASE,REST,MKL,CABRIO,CABRIO
XIALI,VELA,TJVE,2004.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
XINKAI AUTO,XINGWANG (XKSTAR),XISU,2004.0,SUV,BASE,REST,MKL,SUV,SUV
HYUNDAI,JM,HYJM,2004.0,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA,COROLLA VERSO,TOC9,2004.0,MPV,BASE,REST,UKL2,MPV,MPV
HOLDEN,HSV VXR (ASTRA),HLVX,2004.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
GONOW,GA500,GF50,2004.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
SEAT,ALTEA,SEMO,2004.0,MPV,BASE,REST,UKL2,MPV,MPV
SEAT,ALTEA/TOLEDO,SEAT,2004.0,UNSPECIFIED,BASE,REST,UKL2,SAT,SAT
HYUNDAI,SONICA,HYSI,2004.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
GONOW,SAILING (KYLIN),GFSA,2004.0,SUV,BASE,REST,MKL,SAV,SAV
HYUNDAI,HR,HYHR,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MASERATI,MC12,MAC1,2004.0,ROADSTER,PREMIUM,TRAD. COMP.,GKL++2,COUPE,COUPE
FORD,TAURUS X,FWTZ,2004.0,WAGON,BASE,REST,MKL,SAV,SAV
FORD,TERRITORY,FWYT,2004.0,SUV,BASE,REST,MKL,SUV,SUV
SHANGHAI MAPLE (SMA),M303/M305,I1M3,2004.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
SHANGHAI MAPLE (SMA),MARINDO,I1MA,2004.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
PONTIAC,TORRENT,PTTO,2004.0,SUV,BASE,REST,KKL,SAV,SAV
PONTIAC,WAVE,PTWA,2004.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
GMC,W3500,GMW3,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GMC,W-SERIES,GMWS,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SHANGHAI MAPLE (SMA),C81,I1CG,2004.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
SHANGHAI MAPLE (SMA),C31,I1CA,2004.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
XINKAI AUTO,SRV,XISR,2004.0,SUV,BASE,REST,MKL,SUV,SUV
BUICK,ALLURE,BUAL,2004.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
CHRYSLER-BEIJING,300,Z230,2004.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
