BRAND,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
MORGAN,PLUS 4,MOP4,2004.0,ROADSTER,PREMIUM,REST,KKL,ROADSTER,ROADSTER
MORGAN,ROADSTER,MORO,2004.0,ROADSTER,PREMIUM,REST,KKL,ROADSTER,ROADSTER
NAZA,PICANTO,N5PI,2004.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
HYUNDAI,H100,HYH1,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING BEILU,COLOR (KALE),Q8CO,2004.0,SUV,BASE,REST,UKL2,SAV,SAV
SHANGHAI MAPLE (SMA),C51,I1CC,2004.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
SHANGHAI MAPLE (SMA),C52,I1CF,2004.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
SHANGHAI MAPLE (SMA),C61,I1CH,2004.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
LADA,PRIORA,LD27,2004.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
SATURN,RELAY,SXRE,2004.0,MPV,BASE,REST,KKL,MPV,MPV
DODGE,MAGNUM,DOMA,2004.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
HYUNDAI-BEIJING,NF,H7NF,2004.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BUFORI,LA JOYA,E0LJ,2004.0,COUPE,BASE,REST,KKL,COUPE,COUPE
RENAULT,MODUS,RECM,2004.0,MPV,BASE,REST,UKL1,SAT,SAT
XIALI,N3,TJN3,2004.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
MITSUBISHI,GALANT,MIGL,2004.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
AIXAM,A700-SERIES,AK7S,2004.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
ASTON MARTIN,DB9,AMD9,2004.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL++1,UNSPEC.,UNSPEC.
VIKTOR MEILI,VM 600,VM06,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PEUGEOT,1007,PE17,2004.0,MPV,BASE,REST,UKL1,SAT,SAT
TONGTIAN,GLOW,YZGL,2004.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
MITSUBISHI,GALANT GRUNDER,MIGG,2004.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
MITSUBISHI,KUDA,MIKU,2004.0,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
SUBARU,R1,SBR1,2004.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
YUEJIN,NANQI SOYAT,Y3SO,2004.0,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NAZA,SURIA,N5SR,2004.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
LIANHUA,RCR (JINGSU),EUG2,2004.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
ASTON MARTIN,DB-SERIES,AMDR,2004.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL++1,CABRIO,CABRIO
CHEVROLET,COBALT (DELTA),CHCJ,2004.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
GMC,ENVOY,GMEN,2004.0,SUV,BASE,REST,MKL,SUV,SUV
TOYOTA,KIJANG INNOVA,TOKJ,2004.0,MPV,BASE,REST,UKL2,MPV,MPV
TOYOTA,HILUX VIGO,TOHV,2004.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,VENTURY,TOVY,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VAUXHALL,TIGRA,VXTI,2004.0,RETRACTABLE HARDTOP,BASE,REST,UKL1,ROADSTER,ROADSTER
TOYOTA,HIACE REGIUS,TOHR,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
DAIHATSU,MIRA GINO,DHMG,2004.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
AIXAM,SCOUTY,AKSC,2004.0,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
NISSAN,APRIO,NIAO,2004.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
TOYOTA,ISIS,TOII,2004.0,MPV,BASE,REST,KKL,MPV,MPV
FORD,FIVE HUNDRED,FW56,2004.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
GEELY,ZIYOUJIAN,C5ZJ,2004.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
SKODA,LAURA,SKLA,2004.0,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
MERCEDES-BENZ,SLK 280,MBAZ,2004.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,KKL,ROADSTER,ROADSTER
MITSUBISHI,ADVENTURE,MIAD,2004.0,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
FIAT,PETRA,FIW4,2004.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
TOYOTA,QUANTUM,TOQN,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VAUXHALL,ASTRAVAN,VXAV,2004.0,WAGON,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ACURA,RL,ARRL,2004.0,SEDAN,NEAR PREMIUM,REST,MKL,SEDAN,SEDAN
KIA,LOTZE,KILO,2004.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
FORD,FREESTYLE (TAURUS X),FWAB,2004.0,WAGON,BASE,REST,MKL,SAV,SAV
CHEVROLET,ASTRA,CHAT,2004.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
MITSUBISHI,COLT+,MICP,2004.0,MPV,BASE,REST,UKL1,MPV,MPV
SUZUKI,APV,SUAV,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LANCIA,MUSA,LABM,2004.0,MPV,NEAR PREMIUM,REST,UKL1,SAT,SAT
FERRARI,612 SCAGLIETTI,FR61,2004.0,COUPE,PREMIUM,TRAD. COMP.,GKL++3,COUPE,COUPE
FODAY,OVERFLIGHT (FEIYUE),G5OF,2004.0,SUV,BASE,REST,MKL,SAV,SAV
TOYOTA,REGIUS ACE,TORC,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHEVROLET,W-SERIES,CHWS,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,A-CLASS E-CELL,MBZ0,2004.0,MPV,PREMIUM,REST,UKL2,MPV,MPV
CHEVROLET,UPLANDER,CHUP,2004.0,MPV,BASE,REST,MKL,MPV,MPV
CHEVROLET,VECTRA (ASTRA BASED),CHVB,2004.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
HONDA,FR-V,HOFR,2004.0,MPV,BASE,REST,UKL2,MPV,MPV
HONDA,EDIX,HOEX,2004.0,MPV,BASE,REST,UKL2,MPV,MPV
FORD,ACTIVA,FWAC,2004.0,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
PONTIAC,PURSUIT,PTPU,2004.0,COUPE,BASE,REST,UKL2,COUPE,COUPE
LAND ROVER,LR3,LRD3,2004.0,SUV,PREMIUM,TRAD. COMP.,MKL,SUV,SUV
BEIJING AUTO,LEICHI (REACH),BXLE,2004.0,SUV,BASE,REST,KKL,SAV,SAV
DADI,UNSPECIFIED,WCZZ,2004.0,SUV,BASE,REST,MKL,SAV,SAV
DADI,WEILING (CITY LEADING),WCWE,2004.0,SUV,BASE,REST,MKL,SAV,SAV
FORD,I-MAX,FWIM,2004.0,MPV,BASE,REST,UKL2,MPV,MPV
FERRARI,F430,FR43,2004.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL++1,UNSPEC.,UNSPEC.
MERCEDES-BENZ,A 150,MBZ7,2004.0,MPV,PREMIUM,REST,UKL2,MPV,MPV
MERCEDES-BENZ,A 170,MBZ3,2004.0,MPV,PREMIUM,REST,UKL2,MPV,MPV
MEGA,CITY,M2CI,2004.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
NISSAN,ATLEON UNSPECIFIED,NIAZ,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,ATLEON HD TRUCK,NIAU,2004.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
NISSAN,ATLEON LD TRUCK,NIAN,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PONTIAC,MONTANA,PTMO,2004.0,MPV,BASE,REST,MKL,MPV,MPV
ISUZU,NMR-SERIES,ISN5,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN-SHANGHAI,SANTANA 3000,SHSR,2004.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
PONTIAC,G6,PTG6,2004.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
DADI,CITY CRUISER (DUSHIJUNMA),WCCC,2004.0,SUV,BASE,REST,MKL,SAV,SAV
DADI,DUSHIWEILING,WCCL,2004.0,SUV,BASE,REST,MKL,SAV,SAV
DADI,JINGCHI (SHUTTLE),WCJI,2004.0,SUV,BASE,REST,MKL,SAV,SAV
ISUZU,NNR-SERIES,ISN2,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ISUZU,NPR-SERIES,ISNP,2004.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
ISUZU,NQR-SERIES,ISNR,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ISUZU,N-SERIES,ISNS,2004.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
ISUZU,QKR-SERIES,ISQK,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ISUZU,SUMO-NXX,ISSN,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BUICK,TERRAZA,BUTE,2004.0,MPV,BASE,REST,MKL,MPV,MPV
BMC,MEGASTAR,BCMS,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GEELY,CK,C5CK,2004.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
CORVETTE,CORVETTE,GECO,2004.0,COUPE,BASE,REST,GKL,COUPE,COUPE
SAAB,9-2X,SA93,2004.0,WAGON,NEAR PREMIUM,REST,UKL2,ESTATE,ESTATE
KIA,K 2500,KI25,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
DAIHATSU,TREVIS,DHTV,2004.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
DAIHATSU,XENIA,DHXN,2004.0,MPV,BASE,REST,UKL1,MPV,MPV
PONTIAC,G4,PTG4,2004.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ISUZU,NLS-SERIES,ISN4,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ISUZU,W-SERIES,ISWS,2004.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
LANDWIND,LANDWIND,L7LW,2004.0,SUV,BASE,REST,KKL,SUV,SUV
PROTON,GEN-2,PRG2,2004.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
HUMMER,H3,A8H3,2004.0,SUV,NEAR PREMIUM,REST,MKL,SUV,SUV
RAM,DAKOTA,R5DA,2004.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
JIANGNAN (HUNAN),FENGUANG/-STAR,Y4FE,2004.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BMW,ACTIVEE,BMAC,2004.0,COUPE,PREMIUM,TRAD. COMP.,UKL2,COUPE,COUPE
UAZ,2360,UA23,2004.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
DADI,YABAO,WCYA,2004.0,SUV,BASE,REST,MKL,SAV,SAV
MERCURY,MONTEGO,FLMC,2004.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
FSO,LANOS,FSLA,2004.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
KATAY,TROY,K9TR,2004.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
KIA,BIG UP,KIBU,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
KIA,BONGO,KIBO,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
KIA,FRONTIER (BONGO),KIFB,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
JINBEI,GRANSE,JBGR,2004.0,MPV,BASE,REST,KKL,MPV,MPV
ZAZ (UKRAINE),LANOS,ZALA,2004.0,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
CHANA,CM8 (SHARING),YCC8,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCURY,MARINER,FLMB,2004.0,SUV,BASE,REST,KKL,SUV,SUV
MERCURY,SABLE,FLSA,2004.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
GREAT WALL,HOVER/HAVAL (HAFU),GBHO,2004.0,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA,COMMUTER,TOHC,2004.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GREAT WALL,H3,GB30,2004.0,SUV,BASE,REST,UKL2,SAV,SAV
GREAT WALL,HAVAL H3,GBH3,2004.0,SUV,BASE,REST,UKL2,SAV,SAV
DODGE,DAKOTA,DODK,2004.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CADILLAC,XLR,CARO,2003.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,GKL,ROADSTER,ROADSTER
JIANGNAN (HUNAN),JINGLING (FAIRY),Y4JL,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
BUGATTI,VEYRON,BGVE,2003.0,ROADSTER,PREMIUM,TRAD. COMP.,GKL++3,ROADSTER,ROADSTER
NISSAN,PATHFINDER ARMADA,NIPB,2003.0,SUV,BASE,REST,GKL,SUV,SUV
FORD,OTOSAN CARGO,FWCZ,2003.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
NISSAN,CEFIRO,NICO,2003.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
NISSAN,CLIPPER,NICL,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PROTON,JUMBUCK,PRJB,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
HOLDEN,CREWMAN,HLCN,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
FORD,F-100 (ARGENTINA),FWA1,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
JAGUAR,XJ6/8 (X350) UNSPECIFIED,JDCZ,2003.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
JAGUAR,XJ8 (X350-SERIES),JDA1,2003.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
PGO,SPEEDSTER II,PFSP,2003.0,ROADSTER,NEAR PREMIUM,REST,KKL,ROADSTER,ROADSTER
PGO,UNSPECIFIED,PFZZ,2003.0,ROADSTER,NEAR PREMIUM,REST,KKL,ROADSTER,ROADSTER
JAGUAR,XJR/SUPER V8,JDXX,2003.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
AUTOCRAFT,MINIBUS,KFMI,2003.0,VAN,BASE,REST,KKL,MPV,MPV
CHEVROLET,GENTRA,CHGE,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
HAFEI,RUIYI,H6RU,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
HOLDEN,ONE TONNER,HLLT,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
HOLDEN,RODEO,HLRO,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
SHANGHAI MAPLE (SMA),M203/M205,I1M2,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
KIA,X-TREK,KIXT,2003.0,MPV,BASE,REST,KKL,MPV,MPV
SHANGHAI MAPLE (SMA),R51,I1RC,2003.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
SHANGHAI MAPLE (SMA),R80,I1RB,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
SHANGHAI MAPLE (SMA),R81,I1RD,2003.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
MITSUOKA,NOUERA,MJNO,2003.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
VOLKSWAGEN,EUROVAN,VWEU,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,FOX,VWFX,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
JAGUAR,XJ6 (X350-SERIES),JDA4,2003.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
JAGUAR,XJR (X350-SERIES),JDA3,2003.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
JAGUAR,SUPER EIGHT,JD45,2003.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
JAGUAR,SUPER V8,JD44,2003.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
POLARSUN,CENTURY VAN,J765,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,LUPO (FOX BASED),VWLF,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
GREAT WALL,MULTI-WAGON,GBMW,2003.0,SUV,BASE,REST,KKL,SUV,SUV
DAIHATSU,CHARADE (CUORE BASED),DHCH,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
MITSUBISHI,SPACE WAGON,MISP,2003.0,MPV,BASE,REST,KKL,MPV,MPV
SOKON,MINI TRUCK,O6MT,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
KIA,SPECTRA,KIST,2003.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
CHEVROLET,SSR,CHSQ,2003.0,RETRACTABLE HARDTOP,BASE,REST,SKL,PICK-UP,PICK-UP
CHERY,BANNER CLOUD (A15),C7A5,2003.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
CHANGHE,IDEAL,QCID,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
VOLKSWAGEN,R32,VWR3,2003.0,HATCHBACK,NEAR PREMIUM,REST,UKL2,HATCH,HATCH
VOLKSWAGEN,GOLF PLUS,VWGP,2003.0,MPV,NEAR PREMIUM,REST,UKL2,SAT,SAT
CHEVROLET,DAMAS,CHDA,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHEVROLET,LABO,CHLO,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BUICK,RAINIER,BURB,2003.0,SUV,BASE,REST,MKL,SUV,SUV
GREAT WALL,SING (SAIYING),GBSI,2003.0,SUV,BASE,REST,KKL,SUV,SUV
RAVON,GENTRA,8RGE,2003.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
FORD,FOCUS C-MAX,FWEM,2003.0,MPV,BASE,REST,UKL2,MPV,MPV
CHEVROLET,MERIVA,CHCM,2003.0,MPV,BASE,REST,UKL1,SAT,SAT
CHEVROLET,NABIRA,CHNA,2003.0,MPV,BASE,REST,UKL2,MPV,MPV
VOLKSWAGEN,RABBIT,VWRA,2003.0,UNSPECIFIED,NEAR PREMIUM,REST,UKL2,UNSPEC.,UNSPEC.
VOLKSWAGEN,GLI,VWGI,2003.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ALKE,UNSPECIFIED,98ZZ,2003.0,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
CITROEN,C2,CIA6,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
BMW,635,BM63,2003.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL,UNSPEC.,UNSPEC.
CHERY,COWIN 2 (QIYUN),C7C2,2003.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
CHERY,A160,C716,2003.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
CHERY,COWIN (QIYUN-A15),C7CO,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
MEGA,500,M250,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
EFFA,M100,EVM1,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
BMW,630,BM66,2003.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL,CABRIO,CABRIO
NISSAN,KUBISTAR,NIX7,2003.0,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
DODGE,B1500 RAM VAN,DOR1,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FORD,LTD/FAIRLANE,FW20,2003.0,SEDAN,BASE,REST,GKL,SEDAN,SEDAN
HONDA,MOBILIO SPIKE,HOMS,2003.0,MPV,BASE,REST,UKL2,MPV,MPV
TOYOTA,SOLUNA VIOS,TOSF,2003.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
SUBARU,G3X JUSTY,SBG3,2003.0,WAGON,BASE,REST,UKL1,ESTATE,ESTATE
CHERY,DONG FANG ZHI ZI,C7ZI,2003.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHERY,FENGYUN (A11),C7A1,2003.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
WIESMANN,GT,WIGT,2003.0,COUPE,PREMIUM,TRAD. COMP.,MKL,COUPE,COUPE
FIAT,IDEA,FIMC,2003.0,MPV,BASE,REST,UKL1,SAT,SAT
TATA,TL,T1TA,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
MITSUBISHI,GRANDIS CLASSIC,MIGR,2003.0,MPV,BASE,REST,KKL,MPV,MPV
SUBARU,R2,SBR2,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
CHEVROLET,TORNADO PICKUP,CHTU,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
AGRALE,9200,AG92,2003.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
UAZ,HUNTER,UAHU,2003.0,SUV,BASE,REST,UKL2,SUV,SUV
CHEVROLET,LUMINA(HOLDEN BASED),CHLH,2003.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
CHEVROLET,LUV,CHLV,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHEVROLET,CORSA PICKUP/UTILITY,CHC6,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
INFINITI,FX45,IFFX,2003.0,SUV,PREMIUM,REST,MKL,SAV,SAV
CHEVROLET,VIVANT,CHVV,2003.0,MPV,BASE,REST,UKL2,MPV,MPV
CHRYSLER,CROSSFIRE,CUCF,2003.0,COUPE,BASE,REST,KKL,COUPE,COUPE
GIOTTI VICTORIA,GLADIATOR,KHGL,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BMW,645,BM65,2003.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL,CABRIO,CABRIO
MITSUBISHI,ENDEAVOR,MIEN,2003.0,SUV,BASE,REST,MKL,SUV,SUV
SATURN,ION,SXIN,2003.0,COUPE,BASE,REST,UKL2,COUPE,COUPE
MERCEDES-BENZ,SLR,MBHS,2003.0,COUPE,PREMIUM,TRAD. COMP.,GKL++3,COUPE,COUPE
LAMBORGHINI,GALLARDO,LMGA,2003.0,COUPE,PREMIUM,TRAD. COMP.,GKL++1,COUPE,COUPE
HONDA,ELYSION,HOEL,2003.0,MPV,BASE,REST,MKL,MPV,MPV
ROVER,STREETWISE,ROSW,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
SUZUKI,TWIN,SUTW,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
SUZUKI,VERONA,SUVE,2003.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
PEUGEOT,407,PE47,2003.0,WAGON,BASE,REST,KKL,ESTATE,ESTATE
FORD,FREESTAR,FWFF,2003.0,MPV,BASE,REST,MKL,MPV,MPV
FORD,F-650,FWI6,2003.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
ISUZU,TF PICKUP,ISTP,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
LEXUS,RX 330,LXR3,2003.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
ALFA ROMEO,GT COUPE,ALST,2003.0,COUPE,NEAR PREMIUM,REST,UKL2,COUPE,COUPE
MICROCAR,MC1,BKMC,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
VOLVO,V50,VOV5,2003.0,WAGON,PREMIUM,TRAD. COMP.,KKL,ESTATE,ESTATE
DAEWOO,GENTRA,DWGE,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
SUZUKI,FUN,SUFS,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
VOLVO,S40,VOS4,2003.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
CHEVROLET,CLASSIC (MALIBU),CHCK,2003.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
ROVER,CITYROVER,RO12,2003.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
DODGE,RAM PICKUP UNSPECIFIED,DOPZ,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
PONTIAC,GRAND PRIX,PTGR,2003.0,COUPE,BASE,REST,MKL,COUPE,COUPE
DODGE,SRT-4,DOS4,2003.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
GEELY,BEAUTY LEOPARD,C5BL,2003.0,COUPE,BASE,REST,UKL2,COUPE,COUPE
GEELY,CD,C5CD,2003.0,COUPE,BASE,REST,UKL2,COUPE,COUPE
NISSAN,PALADIN,NIPD,2003.0,SUV,BASE,REST,KKL,SAV,SAV
SUZUKI,FORENZA,SUF3,2003.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TOYOTA,RAUM,TORU,2003.0,MPV,BASE,REST,UKL2,MPV,MPV
VOLKSWAGEN,TRANSPORTER-T5,VWT5,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LEXUS,ES 330,LXE4,2003.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
SUZUKI,SWIFT +,SUTS,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
MERCEDES-BENZ,VITO 113,MB13,2003.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FAW,SAIBAO,F4SA,2003.0,SUV,BASE,REST,MKL,SAV,SAV
DACIA,SOLENZA,DCSO,2003.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
SUZUKI,IGNIS (SWIFT),SUIG,2003.0,WAGON,BASE,REST,UKL1,HATCH,HATCH
MERCURY,MONTEREY,FLMN,2003.0,MPV,BASE,REST,MKL,MPV,MPV
ISUZU,RODEO PICK-UP,ISRP,2003.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
ISUZU,RODEO SUV,ISRO,2003.0,SUV,BASE,REST,KKL,SUV,SUV
NISSAN,PRESAGE,NIP2,2003.0,MPV,BASE,REST,MKL,MPV,MPV
GAZ,VOLGA 31105,GZ02,2003.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
