anyo,mes,marca,canal,fuel_type,count
2026,06,MITSUBISHI FUSO,Corporate,ICE,1
2026,06,MOBILVETTA,Corporate,ICE,1
2026,06,MOBILVETTA DESIGN,Private,ICE,4
2026,06,MOBILVETTA DESIGN,RAC,ICE,3
2026,06,MODELCAR HNOS,RAC,ICE,2
2026,06,MOKE INTERNATIONAL LTD,Corporate,ICE,2
2026,06,MOKE INTERNATIONAL LTD,RAC,BEV,4
2026,06,MORELO,RAC,ICE,1
2026,06,MOTO STAR,Corporate,ICE,3
2026,06,MOTO STAR,Private,ICE,1
2026,06,MOVEX,Corporate,ICE,7
2026,06,MULTIGOM,Corporate,ICE,1
2026,06,MULTITEL,Corporate,ICE,4
2026,06,MULTITEL,RAC,ICE,10
2026,06,MYCSA,Corporate,ICE,1
2026,06,NISSAN,Corporate,BEV,35
2026,06,NISSAN,Corporate,ICE,957
2026,06,NISSAN,Private,BEV,53
2026,06,NISSAN,Private,ICE,865
2026,06,NISSAN,RAC,ICE,194
2026,06,NOMADE NATION,Corporate,ICE,1
2026,06,NOROESTE,Corporate,ICE,2
2026,06,NOROESTE,Private,ICE,1
2026,06,ODES,Private,ICE,2
2026,06,OHM,Corporate,BEV,1
2026,06,OIL&STEEL,Corporate,ICE,2
2026,06,OMODA,Corporate,BEV,7
