marca,canal,old_dgt,new_dgt,simmix,old_delta,new_delta,delta_change
THERMOEUROP,Private,0,2,0,0,2,2
THERMOEUROP,RAC,0,9,0,0,9,9
THV,Corporate,0,3,0,0,3,3
TMMA,Corporate,0,3,0,0,3,3
TMMA,Private,0,1,0,0,1,1
TODOGRUAS,Corporate,0,1,0,0,1,1
TOQUERO,Corporate,0,6,0,0,6,6
TOQUERO BLANQUEZ,Private,0,1,0,0,1,1
TORO,Corporate,0,42,0,0,42,42
TORO,Private,0,2,0,0,2,2
TOTH ES FIAI,Corporate,0,3,0,0,3,3
TOTH ES FIAI,Private,0,96,0,0,96,96
TOTH ES FIAI,RAC,0,31,0,0,31,31
TOYOTA,Corporate,105870,108233,108234,-2364,-1,2363
TOYOTA,Private,182151,179788,182450,-299,-2662,-2363
TOYOTA,RAC,21039,21039,20703,336,336,0
TRANSGRUAS,Corporate,0,10,0,0,10,10
TRANSGRUAS,Private,0,1,0,0,1,1
TRANSGRUAS,RAC,0,2,0,0,2,2
TRANSGRUMA,Corporate,0,1,0,0,1,1
TRANSPOL,Corporate,0,122,0,0,122,122
TRANSPOL,Private,0,25,0,0,25,25
TRANSPOL,RAC,0,18,0,0,18,18
TRECASA,Corporate,0,2,0,0,2,2
TREMONIA MOBILITY,Corporate,0,5,0,0,5,5
TRIGANO,Corporate,0,1,0,0,1,1
TRIGANO,Private,0,4,0,0,4,4
TRIGANO,RAC,0,1,0,0,1,1
TRIGANO S.P.A.,Private,0,1,0,0,1,1
TRIKE BOOM,Private,0,2,0,0,2,2
TRIPOD,Corporate,0,6,0,0,6,6
TRIPOD,Private,0,46,0,0,46,46
TRIUMPH,Private,0,4,0,0,4,4
TRPC,Corporate,0,16,0,0,16,16
TRPC,RAC,0,1,0,0,1,1
TRUCK DEAL,Corporate,0,25,0,0,25,25
TRUCK DEAL,Private,0,1,0,0,1,1
TRUCK DEAL,RAC,0,7,0,0,7,7
TSD,Corporate,0,94,0,0,94,94
TSD,RAC,0,209,0,0,209,209
TT URO,Private,0,1,0,0,1,1
TURISTREN,Private,0,1,0,0,1,1
TVI,Corporate,0,29,0,0,29,29
TVI,RAC,0,11,0,0,11,11
TYN.E,Corporate,0,3,0,0,3,3
UAZ,Private,0,1,0,0,1,1
UBEMAR,Corporate,0,6,0,0,6,6
ULTRAND,Corporate,0,32,0,0,32,32
ULTRAND,Private,0,2,0,0,2,2
ULTRAND,RAC,0,5,0,0,5,5
UNVI,Corporate,0,76,0,0,76,76
UNVI,Private,0,1,0,0,1,1
UP SRL,Corporate,0,10,0,0,10,10
UP SRL,RAC,0,1,0,0,1,1
UP V6,Corporate,0,2,0,0,2,2
URBAN TRUCKS,Corporate,0,5,0,0,5,5
URBAPLUS,Corporate,0,6,0,0,6,6
UREÑA,Corporate,0,8,0,0,8,8
UREÑA,RAC,0,2,0,0,2,2
URO,Corporate,0,2,0,0,2,2
URO,Private,0,1,0,0,1,1
UROMAC,Corporate,0,2,0,0,2,2
VAG,Corporate,0,7,0,0,7,7
VALLEJO,Corporate,0,60,0,0,60,60
VALLEJO,Private,0,3,0,0,3,3
VALLEJO,RAC,0,4,0,0,4,4
VALLOR,Corporate,0,74,0,0,74,74
VALLOR,Private,0,6,0,0,6,6
VALLOR,RAC,0,41,0,0,41,41
VALSAT,Corporate,0,106,0,0,106,106
VALTRA,Corporate,0,2,0,0,2,2
VALTRA,Private,0,2,0,0,2,2
VALVERAUTO,Corporate,0,2,0,0,2,2
VALVERAUTO,Private,0,2,0,0,2,2
VAZ,Private,0,1,0,0,1,1
VDL,Corporate,0,9,0,0,9,9
VDL,RAC,0,6,0,0,6,6
VDL BUS,Corporate,0,1,0,0,1,1
VEBLINTER,Corporate,0,256,0,0,256,256
VEBLINTER,Private,0,6,0,0,6,6
VEMASUR,Corporate,0,75,0,0,75,75
VEMASUR,RAC,0,10,0,0,10,10
VESPINO,Private,0,1,0,0,1,1
VESYRO,Corporate,0,4,0,0,4,4
VESYRO,Private,0,1,0,0,1,1
VICTOR HERNANDEZ,Corporate,0,6,0,0,6,6
VICTOR HERNANDEZ,Private,0,1,0,0,1,1
VIEL CARROCERIAS,Corporate,0,18,0,0,18,18
VITALE,Corporate,0,11,0,0,11,11
VITALE,Private,0,4,0,0,4,4
VLOCON,Corporate,0,4,0,0,4,4
VLOCON,Private,0,2,0,0,2,2
VM COMPETICION,Corporate,0,1,0,0,1,1
VOLCAT,Corporate,0,2,0,0,2,2
VOLKNER,Corporate,0,1,0,0,1,1
VOLKSWAGEN,Corporate,115897,116492,116267,-370,225,595
VOLKSWAGEN,Private,91677,91164,91433,244,-269,-513
VOLKSWAGEN,RAC,48682,48687,51774,-3092,-3087,5
VOLKSWAGEN VW,Corporate,0,3,0,0,3,3
VOLKSWAGEN VW,Private,0,2,0,0,2,2
"VOLKSWAGEN, VW",Corporate,0,4,0,0,4,4
"VOLKSWAGEN, VW",Private,0,5,0,0,5,5
VOLKSWAGEN-AUTOVERO,Corporate,0,1,0,0,1,1
VOLQUE Y CARROC GALICIA,Corporate,0,7,0,0,7,7
VOLQUETES DEL SUR,Corporate,0,11,0,0,11,11
VOLQUETES DEL SUR,RAC,0,1,0,0,1,1
VOLQUETES GONZALVEZ,Corporate,0,99,0,0,99,99
VOLQUETES GONZALVEZ,Private,0,9,0,0,9,9
VOLQUETES GONZALVEZ,RAC,0,13,0,0,13,13
VOLQUETES Y CAR GALICIA,Corporate,0,10,0,0,10,10
VOLQUETES Y CAR GALICIA,Private,0,1,0,0,1,1
VOLQUETES Y CARROCERIAS GALICI,Corporate,0,7,0,0,7,7
VOLTEGO,Corporate,0,7,0,0,7,7
VOLTEGO,RAC,0,1,0,0,1,1
VOLVO,Corporate,27952,28394,28395,-443,-1,442
VOLVO,Private,15321,14879,14624,697,255,-442
VOLVO,RAC,4841,4841,4811,30,30,0
VOYAH,Corporate,0,34,34,-34,0,34
VOYAH,Private,0,2,2,-2,0,2
VOYAH,RAC,0,0,0,0,0,0
VPS,Corporate,0,47,0,0,47,47
VPS,Private,0,5,0,0,5,5
VPS,RAC,0,18,0,0,18,18
VST,Private,0,1,0,0,1,1
VSVE,Corporate,0,318,0,0,318,318
VSVE,Private,0,1,0,0,1,1
VSVE,RAC,0,85,0,0,85,85
WACKER NEUSON,Corporate,0,3,0,0,3,3
WEINSBERG,Corporate,0,4,0,0,4,4
WEINSBERG,Private,0,273,0,0,273,273
WEINSBERG,RAC,0,76,0,0,76,76
WESTFALIA,Corporate,0,21,0,0,21,21
WESTFALIA,Private,0,125,0,0,125,125
WESTFALIA,RAC,0,2,0,0,2,2
WESTFALIA MOBIL GMBH,Corporate,0,4,0,0,4,4
WESTFALIA MOBIL GMBH,Private,0,3,0,0,3,3
WESTFIELD,Private,0,1,0,0,1,1
WILLYS,Private,0,2,0,0,2,2
WILLYS OVERLAND,Private,0,2,0,0,2,2
WMA,Corporate,0,3,0,0,3,3
WMA MODERN,Corporate,0,1,0,0,1,1
WXEVERBRIGHT,Corporate,0,17,0,0,17,17
WXEVERBRIGHT,Private,0,3,0,0,3,3
XINGYUE,Corporate,0,1,0,0,1,1
XINGYUN,Corporate,0,2,0,0,2,2
XPENG,Corporate,0,296,293,-293,3,296
XPENG,Private,0,465,463,-463,2,465
XPENG,RAC,0,2,7,-7,-5,2
YAGUE,Corporate,0,126,0,0,126,126
YAGUE,Private,0,5,0,0,5,5
YAGUE,RAC,0,10,0,0,10,10
"YATIAN, GDYATIAN",Corporate,0,2,0,0,2,2
"YATIAN, GDYATIAN",Private,0,4,0,0,4,4
YEPABELY,Corporate,0,1,0,0,1,1
YEPABELY,Private,0,1,0,0,1,1
YOLDI,Corporate,0,74,0,0,74,74
YOLDI,Private,0,7,0,0,7,7
YUDO,Corporate,0,50,54,-54,-4,50
YUDO,Private,0,29,29,-29,0,29
YUDO,RAC,0,1,1,-1,0,1
YUTONG,Corporate,0,25,0,0,25,25
YUTONG,RAC,0,28,0,0,28,28
ZAGO,Corporate,0,7,0,0,7,7
ZAGO AUTOMOTIVE,Corporate,0,1236,0,0,1236,1236
ZAGO AUTOMOTIVE,Private,0,25,0,0,25,25
ZAGO AUTOMOTIVE,RAC,0,81,0,0,81,81
ZAMARBU,Corporate,0,71,0,0,71,71
ZARAGOZATRAILER,Corporate,0,2,0,0,2,2
ZARAGOZATRAILER,Private,0,1,0,0,1,1
ZEEHO,Private,0,1,0,0,1,1
ZEROID,Corporate,0,1,2,-2,-1,1
ZEROID,Private,0,0,0,0,0,0
ZEROID,RAC,0,0,0,0,0,0
ZHEJIANG,Corporate,0,1,0,0,1,1
ZHEJIANG,Private,0,1,0,0,1,1
ZHIDOU,Corporate,0,10,0,0,10,10
ZHIDOU,Private,0,17,0,0,17,17
ZHIDOU,RAC,0,1,0,0,1,1
